"File","Line","Tag","Id","Class","IdRaw","ClassRaw","Snippet"
"app\presentation\CourseDetails\Components\ClassessWrapperModules\Components\AssessmentOpeningDatePage\index.tsx","39","","","","","","htmlType=""button"""
"app\presentation\CourseDetails\Components\ClassessWrapperModules\Components\PitchTrainerPostVideoEmptyState\index.tsx","65","","","","","","htmlType=""button"""
"app\presentation\CourseDetails\Components\ClassesWrapper\ActivityWrapper\index.tsx","615","WFDefaultButton","","arrow-btns","","""arrow-btns""","<WFDefaultButton className=""arrow-btns"" disabled={current < 1} htmlType=""button"" onClick={onPrevClick}>"
"app\presentation\CourseDetails\Components\ClassesWrapper\ActivityWrapper\index.tsx","627","WFDefaultButton","","arrow-btns","","""arrow-btns""","<WFDefaultButton className=""arrow-btns"" disabled={current === lessonActivity?.length - 1} htmlType=""button"" onClick={onNextClick}>"
"app\presentation\CourseDetails\Components\ClassesWrapper\ActivityWrapper\index.tsx","642","WFDefaultButton","","fullscreen-button","","""fullscreen-button""","<WFDefaultButton className=""fullscreen-button"" disabled={!isEnrolledCourse} htmlType=""button"" onClick={onFullScreenClick}>"
"app\presentation\CourseDetails\Components\ClassesWrapper\ActivityWrapper\index.tsx","656","WFDefaultButton","","fullscreen-button","","""fullscreen-button""","<WFDefaultButton className=""fullscreen-button"" disabled={!isEnrolledCourse} htmlType=""button"" onClick={onCloseFullScreen}>"
"app\presentation\CourseDetails\Components\ClassesWrapper\index.tsx","375","WFDefaultButton","","toolkit-btn","","""toolkit-btn""","<WFDefaultButton className=""toolkit-btn"" htmlType=""button"" onClick={openShortcut}>{i18n.t('toolkit')}</WFDefaultButton>"
"app\presentation\CourseDetails\Components\CourseProgramCard\index.tsx","80","SecondaryButton","","go_to_program_button","","{""go_to_program_button""}","<SecondaryButton htmlType=""button"" className={""go_to_program_button""} onClick={onClick}>"
"app\presentation\CourseDetails\Components\ExpectedCompletionModal\index.tsx","103","button","","","","","<button"
"app\presentation\CourseDetails\Components\ExpectedCompletionModal\index.tsx","106","","","","","","type=""button"""
"app\presentation\CourseDetails\Components\ExpectedCompletionModal\index.tsx","113","button","","","","","<button"
"app\presentation\CourseDetails\Components\ExpectedCompletionModal\index.tsx","117","","","","","","type=""button"""
"app\presentation\CourseDetails\Components\HeaderNew\index.tsx","237","Button","","","","","{shouldShowStartCourseButton && <Button onClick={() => {"
"app\presentation\CreateBatch\AssessmentOpeningDates\index.tsx","199","Button","","","","","<Button"
"app\presentation\CreateBatch\CollaborateActivity\Components\CareerPlans\index.tsx","202","","","","","","htmlType=""button"""
"app\presentation\CreateBatch\CollaborateActivity\Components\CareerPlans\index.tsx","276","","","","","","htmlType=""button"""
"app\presentation\CreateBatch\CollaborateActivity\Components\CareerPlans\index.tsx","288","","","","","","htmlType=""button"""
"app\presentation\CreateBatch\CollaborateActivity\EditCollaborateActivity\index.tsx","94","","","","","","htmlType=""button"""
"app\presentation\CreateBatch\index.tsx","956","Button","","","","","<Button"
"app\presentation\CreateBatch\VerifyDatesModal\index.tsx","136","Button","","","","","<Button"
"app\presentation\CreateBatch\VerifyDatesModal\index.tsx","142","Button","","","","","<Button"
"app\presentation\FacultyDashboard\index.tsx","106","Button","","","","","<Button"
"app\presentation\GuestDashboard\index.tsx","209","Button","","","","","<Button"
"app\presentation\GuestDashboard\index.tsx","236","Button","","","","","<Button"
"app\presentation\GuestDashboard\index1.jsx","193","Button","","","","","<Button"
"app\presentation\GuestDashboard\index1.jsx","228","Button","","","","","<Button"
"app\presentation\Home\FacultyDashboard\index.tsx","145","Button","","","","","<Button"
"app\presentation\Home\MentorDashboard\MenteeCard\index.tsx","29","PrimaryButton","","","","","<PrimaryButton htmlType=""button"""
"app\presentation\Home\MentorDashboard\WelcomeSection\index.tsx","110","Button","","","","","<Button onClick={naviateToSlotBooking}><CalendarFilled style={{ color: ""#cc4343"" , marginRight:""0.5rem""}} />{translate(t, SlotBookingTranslations.weeklySchedule)}</Button>"
"app\presentation\Home\SlotBooking\index.tsx","428","Button","","copy_action_button","","'copy_action_button'","<Button className='copy_action_button' onClick={applyCopySlots}>{translate(t, SlotBookingTranslations.apply)}</Button>"
"app\presentation\Home\SlotBooking\index.tsx","429","Button","","cancel_action_button","","'cancel_action_button'","<Button type='link' className='cancel_action_button' onClick={resetCopySlots}>{translate(t, SlotBookingTranslations.cancel)}</Button>"
"app\presentation\Home\SlotBooking\index.tsx","542","Button","","copy_action_button","","""copy_action_button""","<Button className=""copy_action_button"" disabled={!enableSaveButton} onClick={saveSlot}>{translate(t, SlotBookingTranslations.save)}</Button>"
"app\presentation\Home\SlotBooking\index.tsx","543","Button","","cancel_action_button","","'cancel_action_button'","<Button type='link' onClick={() => setReset(true)} className='cancel_action_button'>{translate(t, SlotBookingTranslations.cancel)}</Button>"
"app\presentation\Home\SlotBooking\OverrideModal\index.tsx","75","","","","","","role=""button"""
"app\presentation\Home\SlotBooking\OverrideModal\index.tsx","162","Button","","override_button","","""override_button""","<Button type='default' className=""override_button"" onClick={toggleOverrideModal}>{translate(t, SlotBookingTranslations.addAnOverride)}</Button>"
"app\presentation\Home\SlotBooking\OverrideModal\index.tsx","194","Button","","btn-primary","","""btn-primary""","<Button onClick={onSave} disabled={!Object.keys(displaySelectedDates)?.length} className=""btn-primary"">{translate(t, SlotBookingTranslations.save)}</Button>"
"app\presentation\Home\SlotBooking\OverrideModal\index.tsx","195","Button","","cancel-btn","","""cancel-btn""","<Button className=""cancel-btn"" onClick={toggleOverrideModal}>{translate(t, SlotBookingTranslations.cancel)}</Button>"
"app\presentation\Home\StudentDashboard\components\CareerBuddyHomePage\index.tsx","106","","","","","","htmlType=""button"""
"app\presentation\Home\StudentDashboard\components\CareerBuddyHomePage\index.tsx","175","","","","","","htmlType=""button"""
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AddEditCertificate.tsx","159","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AddEditCertificate.tsx","168","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AddEditCertificate.tsx","219","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\index.tsx","205","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\index.tsx","222","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\index.tsx","356","Button","","sector-cancel-btn","","""sector-cancel-btn""","<Button className=""sector-cancel-btn"" onClick={()=>setOpen(false)}>{translate(t,globalMessages.cancel)}</Button>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\index.tsx","357","Button","","sector-apply-btn","","""sector-apply-btn""","<Button className=""sector-apply-btn"" type=""primary"" onClick={()=>handleApply()}>{translate(t,instituteAdminMessages.apply)}</Button>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\index.tsx","365","Button","","sector-cancel-btn","","""sector-cancel-btn""","<Button className=""sector-cancel-btn"" onClick={() => handleCancel()}>{translate(t,globalMessages.cancel)}</Button>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\index.tsx","366","Button","","sector-apply-btn","","""sector-apply-btn""","<Button className=""sector-apply-btn"" disabled={!langObj?.language || langObj?.proficiencies?.length == 0} variant=""outlined"" onClick={()=>handleAddLanguage()}>{translate(t,instituteAdminMessages.apply)}</Button>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\LanguageRow.tsx","113","Button","","sector-cancel-btn","","""sector-cancel-btn""","<Button className=""sector-cancel-btn"" onClick={()=>setOpen(false)}>{translate(t,globalMessages.cancel)}</Button>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\LanguageRow.tsx","114","Button","","sector-apply-btn","","""sector-apply-btn""","<Button className=""sector-apply-btn"" type=""primary"" onClick={()=>handleApply()}>{translate(t,instituteAdminMessages.apply)}</Button>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\LanguageRow.tsx","122","Button","","sector-cancel-btn","","""sector-cancel-btn""","<Button className=""sector-cancel-btn"" onClick={() => handleCancel()}>{translate(t,globalMessages.cancel)}</Button>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\AdditionalInformation\LanguageRow.tsx","123","Button","","sector-apply-btn","","""sector-apply-btn""","<Button className=""sector-apply-btn"" disabled={!langObj?.language || langObj?.proficiencies?.length == 0} variant=""outlined"" onClick={()=>handleAddLanguage()}>{translate(t,instituteAdminMessages.apply)}</Button>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\JobPreferences\JobPrefrences.tsx","166","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\JobPreferences\JobPrefrences.tsx","176","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\ui\card.tsx","34","button","","","","","<button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\ui\ViewActionCard\index.tsx","34","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\ui\ViewActionCard\index.tsx","44","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\WorkExperienceDetails\AddWorkExperience.tsx","316","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\WorkExperienceDetails\AddWorkExperience.tsx","324","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\components\WorkExperienceDetails\WorkExperienceDetails.tsx","126","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\index.tsx","426","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\index.tsx","437","Button","","","","","<Button type=""text"" onClick={handleClose}>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\index.tsx","558","button","","","","","<button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressFlow\index.tsx","575","Button","","","","","<Button type=""text"" onClick={handleClose}>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\components\JobPreferences\JobPrefrences.tsx","318","Button","","","","","{/* <Button type=""text"" onClick={() => handleRemoveLanguage(idx)}>Remove</Button> */}"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\components\JobPreferences\JobPrefrences.tsx","322","Button","","add-language-btn","","""add-language-btn""","<Button icon={<PlusOutlined />} className=""add-language-btn"" onClick={handleAddLanguage}>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\components\JobPreferences\JobPrefrences.tsx","342","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\components\ShareProfile\RecruiterConsentCard.tsx","67","","","","","","htmlType=""button"""
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\components\ui\card.tsx","34","button","","","","","<button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\components\WorkExperienceDetails\WorkExperienceDetails.tsx","95","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\components\WorkExperienceDetails\WorkExperienceDetails.tsx","351","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\index.tsx","334","Button","","","","","<Button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\index.tsx","346","Button","","","","","<Button type=""text"" onClick={handleClose}>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\index.tsx","446","button","","","","","<button"
"app\presentation\Home\StudentDashboard\components\ProfileProgressModal\index.tsx","454","Button","","","","","<Button type=""text"" onClick={handleClose}>"
"app\presentation\Home\StudentDashboard\components\ProfileProgressNudge\index.tsx","202","Button","","","","","<Button"
"app\presentation\Indosat\Components\VideoPopup\index.tsx","97","button","","","","","<button"
"app\presentation\InteractiveAssessments\Components\Attempts\index.tsx","195","","","","","","htmlType=""button"""
"app\presentation\InteractiveAssessments\Components\InteractiveAssessmentSectionOne\index.tsx","49","SecondaryButton","","read-question-button","","{""read-question-button""}","<SecondaryButton htmlType=""button"" className={""read-question-button""} onClick={() => { setIsReadQuestion(true) }}>"
"app\presentation\InteractiveAssessments\Components\InteractiveAssessmentSectionTwo\index.tsx","177","","","","","","htmlType=""button"""
"app\presentation\Interview\components\InterviewQuestions\index.tsx","219","","","","","","htmlType=""button"""
"app\presentation\Interview\components\InterviewVideoCapture\index.tsx","322","","","","","","htmlType=""button"""
"app\presentation\Interview\components\InterviewVideoCapture\index.tsx","331","","","","","","htmlType=""button"""
"app\presentation\Interview\components\JobFields\index.tsx","395","","","","","","htmlType=""button"""
"app\presentation\Interview\components\WelcomeLandingPage\index.tsx","34","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\FeedBack\Components\FeedbackSummary\index.tsx","233","PrimaryButton","","button","","'button'","<PrimaryButton htmlType='button' className='button' onClick={() => { setModalOpen(false) }}>{i18n.t(InterviewCoachMessages.exit.key)}</PrimaryButton>"
"app\presentation\InterviewCoach\Components\FeedBack\Components\FeedbackSummary\index.tsx","288","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\FeedBack\index.tsx","401","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\FeedBack\index.tsx","409","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\InterviewCoachCommonModal\index.tsx","52","SecondaryButton","","discard-button","","{""discard-button""}","{secondaryText && <SecondaryButton htmlType=""button"" className={""discard-button""} onClick={secondaryAction}>"
"app\presentation\InterviewCoach\Components\InterviewCoachCommonModal\index.tsx","57","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\InterviewCoachInformationModal\index.tsx","61","SecondaryButton","","discard-button","","{""discard-button""}","{secondaryText && <SecondaryButton htmlType=""button"" className={""discard-button""} onClick={secondaryAction}>"
"app\presentation\InterviewCoach\Components\InterviewCoachInformationModal\index.tsx","66","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\InterviewCoachWelcomeModal\index.tsx","67","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\InterviewCoachWelcomeModal\index.tsx","73","SecondaryButton","","remind-me-button","","{""remind-me-button""}","<SecondaryButton htmlType=""button"" className={""remind-me-button""} onClick={() => updateWelcomeModalStatus(PRODUCT_TOUR_STATUS.progress)}>"
"app\presentation\InterviewCoach\Components\PracticeRound\Components\ProductTourInterviewCoach\ProductTour.tsx","118","DefaultButton","","product-tour-skip","","""product-tour-skip""","<DefaultButton htmlType='button' onClick={handleSkip} className=""product-tour-skip"">"
"app\presentation\InterviewCoach\Components\PracticeRound\Components\ProductTourInterviewCoach\ProductTour.tsx","124","","","","","","htmlType='button'"
"app\presentation\InterviewCoach\Components\PracticeRound\Components\ProductTourInterviewCoach\ReviewTour.tsx","70","Button","","product-tour-skip","","""product-tour-skip""","<Button onClick={onComplete} className=""product-tour-skip"">"
"app\presentation\InterviewCoach\Components\PracticeRound\Components\ProductTourInterviewCoach\ReviewTour.tsx","73","Button","","","","","<Button"
"app\presentation\InterviewCoach\Components\PracticeRound\Components\ReviewYourResponseModal\index.tsx","158","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\PracticeRound\index.tsx","375","SecondaryButton","","read-question-button","","{""read-question-button""}","<SecondaryButton htmlType=""button"" className={""read-question-button""} disabled={isLoading} onClick={() => { setIsReadQuestion(true); onClickViewTranscript(questionData?.questionNumber) }}>"
"app\presentation\InterviewCoach\Components\PreparationJourney\Components\PreviewQuestion\index.tsx","72","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\PreparationJourney\index.tsx","584","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\Components\RecentRoles\index.tsx","156","SecondaryButton","","resume-button","","{""resume-button""}","<SecondaryButton htmlType=""button"" className={""resume-button""} onClick={() => {"
"app\presentation\InterviewCoach\index.tsx","485","Button","","dropdown-btn","","""dropdown-btn""","<Button className=""dropdown-btn"">"
"app\presentation\InterviewCoach\index.tsx","528","SecondaryButton","","discard-button","","{""discard-button""}","<SecondaryButton htmlType=""button"" className={""discard-button""} onClick={() => { setConversations([defaultConversation]) }}>"
"app\presentation\InterviewCoach\index.tsx","551","","","","","","htmlType=""button"""
"app\presentation\InterviewCoach\index.tsx","558","SecondaryButton","","discard-button","","{""discard-button""}","<SecondaryButton htmlType=""button"" className={""discard-button""} onClick={enterNewRole} disabled={eachConversation?.disabled}>"
"app\presentation\LtiThinkActivity\Components\CommonLayout\index.tsx","65","","","","","","htmlType=""button"""
"app\presentation\LtiThinkActivity\Components\FeedbackSection\index.tsx","48","","","","","","htmlType=""button"""
"app\presentation\LtiTryActivity\Components\ActionButtons\index.tsx","35","","","","","","htmlType=""button"""
"app\presentation\Meeting\CreateEvent\index.tsx","222","Button","","","","","<Button type=""primary"" htmlType=""submit"">"
"app\presentation\Mentors\Component\CalenderComponent\index.tsx","70","Button","","slot","","""slot""","<Button key={`slot-${index}`} className=""slot"" onClick={() => onSlotSelect(item)}>"
"app\presentation\Mentors\Component\CalenderComponent\index.tsx","443","Button","","","","","<Button"
"app\presentation\Mentors\Component\MentorCard\ProfileCard.tsx","42","PrimaryButton","","","","","<PrimaryButton htmlType=""button"""
"app\presentation\Mentors\Component\MentorCard\ProfileCard.tsx","57","PrimaryButton","","","","","{(mentor?.getSlotTags() || FormHelper.validCalcomUrl(calcomUrl)) && <PrimaryButton htmlType=""button"""
"app\presentation\Mentors\Component\MentorDetails\index.tsx","67","PrimaryButton","","","","","<PrimaryButton htmlType=""button"""
"app\presentation\Mentors\Component\MentorDetails\index.tsx","79","PrimaryButton","","","","","{(getProfileByUserId?.getSlotTags() || FormHelper.validCalcomUrl(calcomUrl)) && <PrimaryButton htmlType=""button"""
"app\presentation\Mentors\Component\MentorTypeCard\index.tsx","96","PrimaryButton","","","","","<PrimaryButton htmlType=""button"""
"app\presentation\PitchTrainer\Components\CourseAgnosticFlow\index.tsx","456","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\FeedBack\Components\NewPreVideoFeedback\index.tsx","172","SecondaryButton","","view-pitch-button","","{""view-pitch-button""}","<SecondaryButton htmlType=""button"" className={""view-pitch-button""} onClick={updateViewRecoring}>"
"app\presentation\PitchTrainer\Components\FeedBack\Components\NewPreVideoFeedback\index.tsx","206","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\FeedBack\Components\NewPreVideoFeedback\index.tsx","215","SecondaryButton","","discard-button","","{""discard-button""}","<SecondaryButton htmlType=""button"" className={""discard-button""} onClick={onNextLesson}>"
"app\presentation\PitchTrainer\Components\FeedBack\Components\NewPreVideoFeedback\index.tsx","220","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\FeedBack\index.tsx","224","SecondaryButton","","view-pitch-button default-view-pitch-button","","{""view-pitch-button","<SecondaryButton htmlType=""button"" className={""view-pitch-button default-view-pitch-button""} onClick={updateViewRecoring}>"
"app\presentation\PitchTrainer\Components\FeedBack\index.tsx","229","SecondaryButton","","{expr:`view-pitch-button default-share-button ${pitchData?.getStatus() !== pitchTrainerStatus.SAVED && !isPreVideo && !isPostVideo && 'share-pitch-button'}","","{`view-pitch-button","{(pitchData?.getStatus() === pitchTrainerStatus.SAVED || isPreVideo || isPostVideo || isPreVideoQueryParams || isPostVideoQueryParams) && (<SecondaryButton htmlType=""button"" className={`view-pitch-button default-share-button ${pitchData?.getStatus() !== pitchTrainerStatus.SAVED && !isPreVideo && !isPostVideo && 'share-pitch-button'}`} onClick={shareReportAction}>"
"app\presentation\PitchTrainer\Components\FeedBack\index.tsx","332","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\FeedBack\index.tsx","356","SecondaryButton","","discard-button","","{""discard-button""}","<SecondaryButton htmlType=""button"" className={""discard-button""} onClick={discardModal}>"
"app\presentation\PitchTrainer\Components\FeedBack\index.tsx","361","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\FeedBack\index.tsx","373","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\FeedBack\index.tsx","382","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\InformationModal\index.tsx","115","SecondaryButton","","discard-button","","{""discard-button""}","{secondaryText && <SecondaryButton htmlType=""button"" loading={loading} className={""discard-button""} onClick={secondaryAction}>"
"app\presentation\PitchTrainer\Components\InformationModal\index.tsx","120","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\PitchNotes\Components\NoteStepper\index.tsx","89","button","","","","","<button"
"app\presentation\PitchTrainer\Components\PitchNotes\Components\NoteStepper\index.tsx","91","","","","","","type=""button"""
"app\presentation\PitchTrainer\Components\PitchNotes\index.tsx","297","DefaultButton","","pitch-guidance-button","","""pitch-guidance-button""","<DefaultButton htmlType=""button"" onClick={() => showVideo(videoType.sampleVideo)} className=""pitch-guidance-button"" icon={<WFImg src={PlayPauseIcon} alt=""viewPitchIcon"" />}>"
"app\presentation\PitchTrainer\Components\PitchTrainerDashboard\Components\PitchTrainerLanguageSelection\index.tsx","175","Button","","","","","<Button>"
"app\presentation\PitchTrainer\Components\PitchTrainerDashboard\index.tsx","316","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\PitchTrainerDashboard\index.tsx","337","Button","","dropdown-btn","","'dropdown-btn'","<Button className='dropdown-btn'>"
"app\presentation\PitchTrainer\Components\PitchTrainerDashboard\index.tsx","494","Button","","","","","<Button>"
"app\presentation\PitchTrainer\Components\PitchTrainerDashboard\index.tsx","597","SecondaryButton","","discard-button","","{""discard-button""}","<SecondaryButton htmlType=""button"" className={""discard-button""} onClick={() => deletePitchResponse(draftPitch?.getId())}>"
"app\presentation\PitchTrainer\Components\PitchTrainerDashboard\index.tsx","603","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\PitchTrainerDashboard\index.tsx","683","SecondaryButton","","language-alert-button-section-secondary-button","","{""language-alert-button-section-secondary-button""}","<SecondaryButton htmlType=""button"" className={""language-alert-button-section-secondary-button""} onClick={() => setLanguageAlert(false)}>"
"app\presentation\PitchTrainer\Components\PitchTrainerDashboard\index.tsx","686","PrimaryButton","","language-alert-button-section-primary-button","","{""language-alert-button-section-primary-button""}","<PrimaryButton htmlType=""button"" className={""language-alert-button-section-primary-button""} onClick={() => {"
"app\presentation\PitchTrainer\Components\PostVideo\Components\PostVideoInroduction\index.tsx","90","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\PreVideo\Components\Guidelines\index.tsx","40","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\PreVideo\Components\NewGuideLines\index.tsx","159","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\PreVideo\Components\NewPreVideoIntroduction\index.tsx","94","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\PreVideo\Components\PreVideoIntroduction\index.tsx","106","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\RecordPitch\index.tsx","225","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\RecordPitch\index.tsx","240","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\RecordVideo\index.tsx","685","","","","","","htmlType=""button"""
"app\presentation\PitchTrainer\Components\RecordVideo\index.tsx","716","Button","","record-pitch-heading-button","","""record-pitch-heading-button""","<Button className=""record-pitch-heading-button"">"
"app\presentation\Profile\components\ProfileFields\component\StudentProfileContainer\index.tsx","31","Button","","","","","{!edit && !isPublicView && !isDataEmpty && <Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\CertificationDetails\CertificationDetails.tsx","257","Button","","","","","<Button onClick={() => deleteSpecialTraining(id)}>"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\CertificationDetails\CertificationDetails.tsx","264","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\CertificationDetails\CertificationDetails.tsx","419","Button","","","","","<Button icon={<PlusOutlined />} onClick={() => addSpecialTraining()}>"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\CertificationDetails\CertificationDetails.tsx","453","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\CertificationDetails\CertificationDetails.tsx","458","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\CompleteProfileBox\index.tsx","61","Button","","","","","<Button disabled={!enable} onClick={searchJobClick}>"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\EducationDetails\index.tsx","628","Button","","","","","<Button onClick={() => deleteSpecialTraining(id)}>"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\EducationDetails\index.tsx","783","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\EducationDetails\index.tsx","788","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\JobPreference\index.tsx","346","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\JobPreference\index.tsx","351","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\LanguageAndResumeDetails\LanguageAndResumeDetails.tsx","399","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\LanguageAndResumeDetails\LanguageAndResumeDetails.tsx","417","Button","","","","","{<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\LanguageAndResumeDetails\LanguageAndResumeDetails.tsx","440","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\LanguageAndResumeDetails\LanguageAndResumeDetails.tsx","445","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\StudentDetails\index.tsx","1155","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\StudentDetails\index.tsx","1160","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\StudentDetails\index.tsx","1190","Button","","job-cancel","","'job-cancel'","<Button className='job-cancel' onClick={() => setShowModal(false)}>{translate(t, profileMessages.cancel)}</Button>"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\StudentDetails\index.tsx","1191","Button","","job-update","","'job-update'","<Button className='job-update' onClick={() => setAccepted(true)}>{translate(t, profileMessages.proceed)}</Button>"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\WorkExperince\index.tsx","132","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\WorkExperince\index.tsx","410","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\WorkExperince\index.tsx","425","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\WorkExperince\index.tsx","566","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\component\StudentSections\WorkExperince\index.tsx","571","Button","","","","","<Button"
"app\presentation\Profile\components\ProfileFields\index.tsx","2017","Button","","unsaved-cancel","","'unsaved-cancel'","<Button className='unsaved-cancel' onClick={() => setShowModal(false)}>"
"app\presentation\Profile\components\ProfileFields\index.tsx","2020","Button","","unsaved-proceed","","'unsaved-proceed'","<Button className='unsaved-proceed' onClick={() => handleTabsProceed()}>"
"app\presentation\Profile\components\ProfileHeaderPublicCard\index.tsx","45","","","","","","htmlType=""button"""
"app\presentation\Profile\components\ProfileHeaderPublicCard\index.tsx","72","","","","","","htmlType=""button"""
"app\presentation\ResetPassword\index.jsx","94","Button","","","","","<Button"
"app\presentation\ResetPassword\index.jsx","149","Button","","","","","<Button"
"app\presentation\StudentsList\index.jsx","60","Button","","","","","<Button"
"app\presentation\TrainingProvider\Dashboard\CustomDropdown\CustomDropdown.tsx","107","","","","","","htmlType=""button"""
"app\presentation\Zoom\index.tsx","57","","","","","","htmlType=""button"""
